Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1,2011.0,8.0,89.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
11,2004.0,2.0,256.0,0.05,0.02,0.0,0.0,0.07,47.0,20.0,5.4,7.0,569.0,2
18,1998.0,1.0,198.0,0.05,0.01,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
9,2006.0,12.0,8.0,0.19,0.07,0.0,0.0,0.27,49.0,11.0,-1.0,-1.0,26.0,0
15,2014.0,8.0,8.0,0.08,0.0,0.0,0.01,0.1,-1.0,-1.0,-1.0,-1.0,,-1
1,2007.0,1.0,45.0,0.27,0.02,0.0,0.02,0.31,-1.0,-1.0,-1.0,-1.0,,-1
9,2005.0,2.0,,0.23,0.08,0.0,0.01,0.32,-1.0,-1.0,-1.0,-1.0,,-1
5,2014.0,5.0,78.0,0.05,0.1,0.0,0.01,0.17,-1.0,-1.0,2.9,7.0,159.0,3
4,2007.0,1.0,26.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2007.0,2.0,3.0,0.0,0.0,0.1,0.0,0.1,-1.0,-1.0,-1.0,-1.0,,-1
9,2004.0,1.0,15.0,0.16,0.06,0.0,0.0,0.22,77.0,20.0,7.8,6.0,1272.0,0
9,2003.0,8.0,45.0,0.04,0.02,0.0,0.0,0.06,50.0,15.0,-1.0,-1.0,900.0,1
9,2002.0,1.0,5.0,0.04,0.01,0.0,0.0,0.05,76.0,4.0,-1.0,-1.0,32.0,0
23,1994.0,1.0,19.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
1,2011.0,8.0,1.0,0.04,0.03,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,,-1
14,2000.0,7.0,32.0,0.58,0.39,0.0,0.07,1.04,42.0,9.0,-1.0,-1.0,35.0,0
14,1995.0,1.0,9.0,0.0,0.0,0.12,0.01,0.13,-1.0,-1.0,-1.0,-1.0,,-1
4,2011.0,1.0,1.0,0.08,0.08,0.0,0.03,0.19,65.0,8.0,2.4,5.0,103.0,0
16,2002.0,10.0,15.0,1.96,0.67,0.1,0.09,2.82,97.0,70.0,9.3,747.0,897.0,1
5,2007.0,1.0,29.0,0.09,0.0,0.0,0.01,0.1,61.0,15.0,6.1,9.0,79.0,3
3,2010.0,8.0,8.0,0.26,0.0,0.0,0.02,0.28,-1.0,-1.0,-1.0,-1.0,,-1
23,1995.0,10.0,10.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
12,2009.0,10.0,8.0,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
8,2011.0,5.0,58.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
11,2002.0,1.0,29.0,0.05,0.01,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
8,2011.0,9.0,10.0,0.07,0.0,0.04,0.01,0.13,-1.0,-1.0,-1.0,-1.0,,-1
10,2005.0,8.0,3.0,0.0,0.0,0.44,0.0,0.44,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,7.0,25.0,0.61,0.1,0.0,0.03,0.74,84.0,53.0,7.4,40.0,50.0,3
1,2007.0,11.0,1.0,0.23,0.01,0.0,0.02,0.26,-1.0,-1.0,5.0,6.0,290.0,0
3,2007.0,1.0,2.0,0.0,0.0,0.3,0.0,0.3,-1.0,-1.0,-1.0,-1.0,,-1
14,1999.0,8.0,77.0,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
14,1998.0,7.0,296.0,0.0,0.0,0.24,0.02,0.26,-1.0,-1.0,-1.0,-1.0,,-1
10,2005.0,7.0,337.0,0.33,0.01,0.0,0.05,0.4,71.0,7.0,8.5,8.0,848.0,0
14,1996.0,2.0,9.0,0.02,0.01,0.16,0.01,0.2,-1.0,-1.0,-1.0,-1.0,,-1
10,2008.0,5.0,319.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,2.0,19.0,0.08,0.06,0.01,0.02,0.17,70.0,47.0,6.6,11.0,872.0,0
5,2015.0,8.0,78.0,0.03,0.05,0.0,0.01,0.08,-1.0,-1.0,-1.0,-1.0,,-1
6,1994.0,11.0,431.0,0.0,0.0,0.27,0.0,0.27,-1.0,-1.0,-1.0,-1.0,,-1
23,1996.0,3.0,26.0,0.0,0.0,0.12,0.0,0.12,-1.0,-1.0,-1.0,-1.0,,-1
4,2008.0,4.0,45.0,0.22,0.33,0.18,0.12,0.85,71.0,32.0,7.2,51.0,1195.0,1
11,2004.0,1.0,7.0,0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14.0,53.0,2
11,2002.0,10.0,19.0,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,1091.0,1
3,2010.0,8.0,214.0,0.0,0.14,0.0,0.02,0.16,-1.0,-1.0,-1.0,-1.0,,-1
8,2010.0,8.0,33.0,0.0,0.0,0.19,0.0,0.19,-1.0,-1.0,-1.0,-1.0,,-1
4,2012.0,10.0,29.0,0.01,0.05,0.0,0.01,0.07,-1.0,-1.0,-1.0,-1.0,193.0,2
3,-1.0,11.0,14.0,0.12,0.0,0.0,0.01,0.12,-1.0,-1.0,-1.0,-1.0,147.0,0
3,2006.0,9.0,2.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,8.0,8.0,0.14,0.1,0.0,0.02,0.27,41.0,15.0,6.5,8.0,68.0,1
12,2012.0,8.0,5.0,0.02,0.31,0.0,0.07,0.4,86.0,7.0,6.6,286.0,147.0,0
6,1990.0,12.0,15.0,12.78,3.75,3.54,0.55,20.61,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,1.0,7.0,0.28,0.22,0.0,0.07,0.56,78.0,18.0,7.6,8.0,304.0,0
10,2001.0,8.0,67.0,0.25,0.19,0.0,0.06,0.5,44.0,13.0,7.0,11.0,290.0,1
1,2007.0,12.0,15.0,6.06,3.35,1.2,0.74,11.35,97.0,73.0,8.9,2147.0,11.0,0
5,2008.0,1.0,5.0,0.35,0.23,0.0,0.07,0.65,84.0,41.0,7.8,29.0,3.0,0
1,2008.0,10.0,8.0,1.17,0.58,0.0,0.18,1.94,83.0,19.0,7.6,78.0,1273.0,2
9,2001.0,6.0,14.0,0.2,0.07,0.0,0.0,0.27,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,2.0,3.0,0.0,0.0,0.22,0.0,0.22,-1.0,-1.0,-1.0,-1.0,,-1
20,1997.0,11.0,347.0,0.0,0.0,0.23,0.0,0.23,-1.0,-1.0,-1.0,-1.0,,-1
10,2005.0,9.0,19.0,0.07,0.05,0.15,0.02,0.29,81.0,15.0,7.3,26.0,1166.0,1
9,2002.0,11.0,26.0,0.01,0.0,0.0,0.0,0.01,79.0,5.0,9.4,9.0,1274.0,0
10,2001.0,7.0,145.0,0.08,0.06,0.0,0.02,0.15,38.0,10.0,3.4,5.0,1258.0,1
7,2015.0,10.0,25.0,0.37,0.2,0.0,0.06,0.64,74.0,31.0,5.1,336.0,1275.0,2
9,2004.0,2.0,15.0,0.5,0.18,0.0,0.01,0.69,62.0,35.0,4.9,11.0,1214.0,0
17,1986.0,10.0,2.0,0.27,0.08,1.0,0.01,1.36,-1.0,-1.0,-1.0,-1.0,,-1
14,1999.0,8.0,198.0,3.11,2.8,0.02,0.33,6.27,87.0,22.0,8.1,78.0,162.0,1
10,2005.0,1.0,2.0,0.0,0.0,0.11,0.0,0.11,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,10.0,51.0,0.08,0.02,0.0,0.0,0.1,62.0,24.0,7.9,8.0,66.0,2
5,2013.0,10.0,8.0,0.46,0.11,0.0,0.05,0.63,32.0,30.0,4.0,410.0,168.0,2
22,2016.0,7.0,18.0,0.04,0.27,0.0,0.05,0.37,85.0,46.0,8.1,196.0,140.0,0
16,2003.0,7.0,15.0,4.12,1.77,0.87,0.19,6.95,-1.0,-1.0,-1.0,-1.0,,-1
3,2010.0,5.0,54.0,0.04,0.12,0.0,0.02,0.18,-1.0,-1.0,-1.0,-1.0,1101.0,0
14,1997.0,10.0,77.0,0.01,0.01,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,5.0,9.0,0.21,0.16,0.0,0.05,0.42,64.0,19.0,3.1,157.0,417.0,1
3,2009.0,8.0,1.0,0.42,0.0,0.0,0.0,0.42,-1.0,-1.0,-1.0,-1.0,,-1
5,2009.0,8.0,2.0,0.07,0.0,0.0,0.01,0.08,62.0,12.0,8.0,6.0,1125.0,3
3,2009.0,10.0,8.0,0.36,0.02,0.0,0.03,0.41,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,8.0,19.0,0.04,0.03,0.0,0.01,0.09,54.0,29.0,6.9,7.0,231.0,0
1,2011.0,2.0,29.0,0.17,0.0,0.0,0.01,0.19,-1.0,-1.0,-1.0,-1.0,1276.0,3
12,2001.0,8.0,5.0,0.01,0.04,0.0,0.01,0.06,65.0,11.0,7.8,76.0,1218.0,0
10,2006.0,8.0,26.0,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.8,13.0,94.0,1
3,2009.0,9.0,3.0,0.06,0.0,0.03,0.0,0.1,63.0,27.0,6.6,10.0,734.0,3
2,2011.0,8.0,15.0,0.31,0.09,0.05,0.03,0.49,58.0,55.0,6.3,29.0,11.0,3
5,2008.0,8.0,19.0,0.16,0.23,0.0,0.05,0.44,68.0,67.0,8.0,88.0,142.0,2
10,2002.0,4.0,248.0,0.03,0.03,0.0,0.01,0.07,58.0,11.0,7.8,5.0,1277.0,1
3,2013.0,5.0,14.0,0.0,0.03,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,175.0,3
4,2008.0,2.0,9.0,0.0,0.1,0.0,0.03,0.12,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,5.0,3.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
11,2004.0,10.0,29.0,0.07,0.02,0.0,0.0,0.1,-1.0,-1.0,-1.0,-1.0,79.0,2
10,2002.0,4.0,45.0,2.17,0.28,0.55,0.08,3.09,67.0,28.0,7.9,71.0,744.0,1
1,2009.0,8.0,1.0,0.08,0.12,0.0,0.02,0.22,72.0,45.0,8.8,36.0,37.0,1
3,2009.0,2.0,243.0,0.5,0.0,0.0,0.04,0.54,-1.0,-1.0,-1.0,-1.0,577.0,0
8,2005.0,1.0,9.0,0.2,0.0,0.0,0.02,0.22,72.0,19.0,5.4,8.0,1278.0,0
12,2015.0,8.0,461.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,1279.0,-1
3,2005.0,12.0,15.0,0.34,0.02,0.0,0.03,0.38,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,8.0,8.0,0.31,0.18,0.0,0.05,0.55,-1.0,-1.0,-1.0,-1.0,,-1
8,2007.0,10.0,29.0,0.42,0.19,0.0,0.13,0.74,60.0,20.0,7.1,31.0,28.0,1
18,2001.0,1.0,443.0,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,,-1
8,2008.0,4.0,21.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
17,1984.0,6.0,172.0,0.0,0.0,1.1,0.0,1.1,-1.0,-1.0,-1.0,-1.0,,-1
11,2002.0,10.0,29.0,1.23,0.46,0.0,0.07,1.76,84.0,29.0,6.1,27.0,778.0,2
14,1998.0,8.0,25.0,1.13,2.07,0.0,0.22,3.42,70.0,15.0,8.0,67.0,1280.0,1
3,2010.0,2.0,40.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
4,2013.0,8.0,3.0,0.0,0.0,0.26,0.0,0.26,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,7.0,279.0,0.65,0.51,0.0,0.17,1.33,57.0,15.0,6.5,21.0,1281.0,0
2,2013.0,5.0,15.0,0.17,0.2,0.53,0.03,0.92,71.0,27.0,7.5,21.0,239.0,0
7,2016.0,8.0,28.0,0.01,0.0,0.0,0.0,0.01,80.0,13.0,7.9,14.0,361.0,2
9,2004.0,5.0,39.0,0.01,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,2.0,0
1,2011.0,2.0,163.0,0.17,0.0,0.0,0.01,0.18,-1.0,-1.0,-1.0,-1.0,206.0,1
14,1998.0,4.0,32.0,1.27,0.42,0.0,0.07,1.76,-1.0,-1.0,-1.0,-1.0,,-1
15,2012.0,8.0,40.0,0.13,0.07,0.01,0.02,0.23,57.0,14.0,5.6,46.0,493.0,0
10,2005.0,2.0,1.0,0.19,0.15,0.0,0.05,0.38,60.0,7.0,5.1,7.0,290.0,0
3,2007.0,2.0,29.0,0.47,0.0,0.0,0.04,0.51,-1.0,-1.0,-1.0,-1.0,,-1
11,2003.0,1.0,5.0,0.62,0.04,0.0,0.02,0.68,89.0,22.0,8.8,24.0,147.0,0
8,2006.0,8.0,5.0,0.07,0.0,0.0,0.01,0.08,61.0,33.0,6.9,12.0,8.0,1
22,2016.0,10.0,8.0,0.05,0.15,0.0,0.04,0.24,-1.0,-1.0,8.1,9.0,84.0,1
1,2008.0,12.0,15.0,0.0,0.01,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
8,2009.0,8.0,38.0,0.21,0.12,0.0,0.07,0.4,-1.0,-1.0,-1.0,-1.0,864.0,1
18,1999.0,8.0,15.0,0.62,0.18,0.65,0.02,1.47,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,8.0,177.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2006.0,9.0,177.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,1.0,7.0,0.23,0.18,0.0,0.06,0.47,69.0,19.0,8.5,8.0,53.0,0
14,1999.0,9.0,61.0,0.07,0.05,0.63,0.05,0.81,81.0,8.0,8.8,37.0,96.0,1
8,2010.0,5.0,58.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
8,2008.0,8.0,38.0,0.43,0.4,0.0,0.24,1.08,70.0,10.0,8.1,49.0,359.0,1
14,1998.0,3.0,2.0,0.02,0.01,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
3,2010.0,8.0,285.0,0.01,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,1233.0,3
6,1995.0,1.0,2.0,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
1,2009.0,1.0,25.0,0.26,0.01,0.0,0.02,0.29,68.0,5.0,8.5,6.0,117.0,3
3,2009.0,9.0,8.0,0.16,0.03,0.0,0.02,0.2,65.0,7.0,6.7,9.0,101.0,3
3,2007.0,8.0,1.0,1.49,0.0,0.0,0.11,1.6,64.0,5.0,-1.0,-1.0,103.0,0
14,1994.0,4.0,9.0,0.39,0.26,0.53,0.08,1.27,69.0,4.0,6.3,4.0,540.0,1
10,2005.0,9.0,8.0,0.53,0.02,0.0,0.09,0.63,82.0,44.0,7.3,41.0,396.0,1
14,1999.0,4.0,238.0,0.0,0.0,0.12,0.01,0.12,-1.0,-1.0,-1.0,-1.0,,-1
4,2011.0,8.0,3.0,0.0,0.09,0.11,0.02,0.23,62.0,14.0,7.3,34.0,744.0,-1
3,2010.0,8.0,122.0,0.0,0.0,0.47,0.0,0.47,34.0,4.0,-1.0,-1.0,1256.0,1
5,2014.0,1.0,5.0,0.35,0.05,0.0,0.05,0.45,-1.0,-1.0,2.8,47.0,41.0,3
5,2009.0,10.0,18.0,0.36,0.45,0.02,0.1,0.93,77.0,47.0,7.8,112.0,140.0,2
12,1988.0,11.0,462.0,0.0,0.02,0.0,0.01,0.03,64.0,75.0,2.2,4572.0,16.0,3
20,1999.0,2.0,15.0,3.02,1.12,1.01,0.16,5.31,-1.0,-1.0,-1.0,-1.0,,-1
4,2013.0,9.0,65.0,0.37,0.3,0.28,0.13,1.08,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,12.0,56.0,0.12,0.0,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,2.0,0
1,2007.0,6.0,20.0,0.13,0.01,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,,-1
3,2007.0,5.0,7.0,0.06,0.0,0.0,0.0,0.06,-1.0,-1.0,7.2,6.0,479.0,0
10,2010.0,8.0,2.0,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,82.0,35.0,2
8,-1.0,8.0,56.0,0.57,0.44,0.0,0.27,1.28,73.0,5.0,7.4,10.0,119.0,3
6,1996.0,7.0,234.0,0.0,0.0,0.9,0.0,0.9,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,2.0,29.0,0.0,0.11,0.0,0.02,0.13,-1.0,-1.0,-1.0,-1.0,,-1
16,2005.0,8.0,22.0,1.09,0.28,0.0,0.04,1.41,-1.0,-1.0,-1.0,-1.0,,-1
14,2000.0,7.0,22.0,0.25,0.17,0.0,0.03,0.45,-1.0,-1.0,-1.0,-1.0,,-1
8,2007.0,10.0,9.0,0.32,0.01,0.0,0.03,0.35,-1.0,-1.0,-1.0,-1.0,,-1
11,2002.0,12.0,7.0,0.04,0.01,0.0,0.0,0.06,70.0,13.0,-1.0,-1.0,53.0,1
10,2004.0,9.0,358.0,0.03,0.02,0.0,0.01,0.05,-1.0,-1.0,-1.0,-1.0,,-1
7,2015.0,1.0,25.0,1.95,0.15,0.0,0.24,2.34,86.0,14.0,6.2,115.0,17.0,3
3,2008.0,2.0,15.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
5,2009.0,2.0,11.0,0.15,0.34,0.0,0.06,0.55,70.0,22.0,7.6,7.0,1127.0,1
6,1992.0,12.0,21.0,0.66,0.17,0.35,0.03,1.21,-1.0,-1.0,-1.0,-1.0,,-1
11,2002.0,9.0,29.0,2.09,0.63,0.03,0.11,2.86,87.0,34.0,8.7,111.0,160.0,1
9,2001.0,7.0,15.0,2.62,1.64,0.99,0.23,5.47,93.0,24.0,8.3,108.0,113.0,0
4,2012.0,2.0,463.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
22,2016.0,8.0,99.0,0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,171.0,2
12,2006.0,10.0,25.0,0.0,0.03,0.0,0.01,0.03,-1.0,-1.0,-1.0,-1.0,374.0,-1
4,2012.0,5.0,100.0,0.04,0.13,0.0,0.04,0.21,92.0,78.0,8.8,1381.0,1282.0,0
3,2006.0,8.0,38.0,0.96,0.03,0.0,0.08,1.07,47.0,9.0,5.0,38.0,52.0,0
3,2009.0,11.0,20.0,0.07,0.0,0.0,0.0,0.08,-1.0,-1.0,-1.0,-1.0,238.0,0
5,2014.0,4.0,3.0,0.14,0.06,0.0,0.02,0.22,62.0,11.0,7.3,44.0,75.0,1
11,2005.0,10.0,8.0,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,378.0,2
9,2005.0,8.0,29.0,0.33,0.12,0.0,0.01,0.47,59.0,8.0,-1.0,-1.0,79.0,3
10,2001.0,10.0,5.0,0.1,0.08,0.0,0.03,0.21,84.0,18.0,7.2,11.0,622.0,2
5,2014.0,5.0,99.0,0.04,0.05,0.0,0.01,0.1,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,1.0,5.0,1.25,0.15,0.03,0.22,1.66,83.0,22.0,8.3,28.0,64.0,0
16,2002.0,7.0,45.0,0.04,0.01,0.0,0.0,0.05,56.0,12.0,-1.0,-1.0,411.0,1
11,2003.0,8.0,39.0,0.09,0.03,0.0,0.0,0.12,73.0,26.0,8.4,14.0,57.0,1
4,2011.0,4.0,3.0,0.2,0.07,0.04,0.04,0.35,-1.0,-1.0,-1.0,-1.0,,-1
13,2016.0,8.0,125.0,0.0,0.0,0.05,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
8,2014.0,1.0,2.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
1,2011.0,1.0,229.0,0.08,0.0,0.0,0.01,0.09,-1.0,-1.0,-1.0,-1.0,1283.0,1
3,2009.0,6.0,68.0,0.13,0.15,0.0,0.03,0.31,60.0,5.0,-1.0,-1.0,426.0,0
3,2009.0,9.0,15.0,0.63,0.67,4.35,0.15,5.78,87.0,65.0,8.8,197.0,22.0,3
1,2007.0,7.0,290.0,0.04,0.0,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,5.0,9.0,0.15,0.12,0.0,0.04,0.32,52.0,15.0,7.2,10.0,51.0,0
3,2006.0,2.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
14,1998.0,7.0,247.0,0.0,0.0,0.09,0.01,0.1,-1.0,-1.0,-1.0,-1.0,,-1
9,2003.0,7.0,293.0,0.01,0.0,0.0,0.0,0.01,81.0,9.0,9.5,4.0,1284.0,0
16,2003.0,8.0,8.0,0.44,0.11,0.0,0.02,0.56,77.0,29.0,7.3,29.0,1273.0,2
11,2004.0,10.0,8.0,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42.0,1088.0,1
8,2010.0,2.0,165.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,5.0,99.0,0.01,0.02,0.0,0.0,0.03,83.0,5.0,7.7,88.0,,-1
5,2008.0,2.0,40.0,0.39,0.01,0.0,0.03,0.43,53.0,10.0,5.2,6.0,100.0,0
10,2007.0,4.0,9.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
4,2008.0,1.0,5.0,0.1,0.01,0.0,0.01,0.11,45.0,24.0,-1.0,-1.0,3.0,0
3,2006.0,8.0,2.0,0.05,0.0,0.0,0.0,0.05,58.0,7.0,-1.0,-1.0,892.0,0
10,2002.0,12.0,45.0,0.08,0.06,0.0,0.02,0.16,65.0,7.0,8.7,9.0,290.0,0
10,2006.0,11.0,2.0,0.87,0.03,0.0,0.14,1.04,73.0,25.0,8.7,6.0,29.0,3
8,2011.0,5.0,58.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
4,-1.0,8.0,3.0,0.13,0.02,0.0,0.02,0.16,59.0,49.0,7.7,67.0,237.0,2
5,2009.0,10.0,56.0,0.17,0.15,0.0,0.04,0.37,62.0,61.0,7.5,26.0,302.0,2
2,2011.0,8.0,19.0,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,617.0,1
3,-1.0,9.0,21.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,7.0,8.0,0.07,0.0,0.0,0.01,0.07,47.0,11.0,7.0,5.0,387.0,2
14,2000.0,2.0,336.0,0.0,0.0,0.49,0.03,0.53,-1.0,-1.0,-1.0,-1.0,,-1
8,2011.0,5.0,58.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
1,2009.0,2.0,8.0,0.31,0.21,0.0,0.06,0.58,74.0,17.0,7.7,6.0,508.0,1
14,1998.0,7.0,464.0,0.23,0.16,0.0,0.03,0.42,-1.0,-1.0,-1.0,-1.0,,-1
5,2012.0,8.0,8.0,0.2,0.0,0.0,0.02,0.21,-1.0,-1.0,-1.0,-1.0,,-1
14,1999.0,1.0,8.0,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,378.0,1
5,2010.0,1.0,18.0,0.0,0.12,0.0,0.02,0.13,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,9.0,172.0,0.07,0.03,0.14,0.01,0.25,36.0,4.0,-1.0,-1.0,477.0,0
10,2001.0,7.0,32.0,0.36,0.28,0.0,0.1,0.74,79.0,25.0,7.7,33.0,27.0,0
2,2013.0,5.0,64.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,5.0,19.0,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
8,2004.0,6.0,29.0,0.52,0.35,0.0,0.23,1.11,-1.0,-1.0,-1.0,-1.0,,-1
11,2002.0,11.0,465.0,0.03,0.01,0.01,0.0,0.05,74.0,23.0,8.3,14.0,298.0,1
1,2008.0,1.0,106.0,0.02,0.0,0.0,0.0,0.02,30.0,4.0,-1.0,-1.0,169.0,0
8,2006.0,9.0,9.0,0.11,0.0,0.0,0.0,0.11,-1.0,-1.0,-1.0,-1.0,,-1
16,2003.0,8.0,21.0,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,115.0,154.0,1
8,2005.0,7.0,29.0,0.08,0.0,0.0,0.01,0.09,70.0,37.0,8.7,22.0,387.0,0
2,2015.0,12.0,41.0,0.01,0.0,0.03,0.0,0.04,82.0,18.0,8.5,86.0,2.0,3
10,2003.0,9.0,65.0,0.19,0.15,0.26,0.05,0.65,63.0,55.0,9.1,88.0,720.0,2
8,2007.0,1.0,29.0,0.02,0.06,0.0,0.03,0.11,-1.0,-1.0,-1.0,-1.0,28.0,3
4,2012.0,8.0,9.0,0.14,0.11,0.0,0.05,0.29,70.0,52.0,7.3,57.0,1285.0,3
9,2003.0,12.0,23.0,0.03,0.01,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
3,2006.0,6.0,29.0,0.28,0.0,0.0,0.02,0.31,-1.0,-1.0,-1.0,-1.0,1286.0,0
9,2001.0,8.0,1.0,0.11,0.04,0.0,0.0,0.16,-1.0,-1.0,-1.0,-1.0,780.0,0
10,2002.0,4.0,29.0,0.16,0.12,0.0,0.04,0.32,68.0,19.0,8.0,8.0,283.0,1
1,2009.0,5.0,8.0,0.42,0.0,0.0,0.03,0.45,-1.0,-1.0,-1.0,-1.0,290.0,0
8,2007.0,6.0,402.0,0.07,0.0,0.0,0.01,0.08,51.0,10.0,-1.0,-1.0,426.0,0
1,2009.0,8.0,68.0,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.2,10.0,1287.0,3
10,2004.0,4.0,128.0,0.13,0.1,0.0,0.03,0.26,64.0,45.0,6.9,12.0,243.0,1
16,2002.0,7.0,5.0,0.07,0.02,0.0,0.0,0.09,78.0,11.0,-1.0,-1.0,67.0,0
2,2015.0,8.0,26.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
9,2005.0,2.0,108.0,0.02,0.01,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,1288.0,0
10,2005.0,10.0,5.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,8.0,41.0,0.08,0.04,0.0,0.02,0.15,-1.0,-1.0,-1.0,-1.0,,-1
5,2007.0,1.0,5.0,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0,64.0,0
1,2009.0,11.0,80.0,0.02,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,1289.0,0
4,2008.0,4.0,7.0,0.22,0.12,0.0,0.06,0.4,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,8.0,39.0,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0,57.0,1
